RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
233382,233382,2024-09-24 21:05:05.0844124,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,PID: 0x1A58,Parent PID: 0x18C8,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\SysWOW64\wevtutil.exe ""C:\Windows\system32\wevtutil.exe"" cl OpenSSH/Admin",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x1A58""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x18C8""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\wevtutil.exe\"" cl OpenSSH/Admin""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
233383,233383,2024-09-24 21:05:05.1328888,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeSecurityPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x1A58),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x1A58""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeSecurityPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233384,233384,2024-09-24 21:05:05.1328944,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeBackupPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x1A58),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x1A58""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeBackupPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233385,233385,2024-09-24 21:05:05.1414904,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeBackupPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x1A58),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x1A58""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeBackupPrivilege""}]}}"
233386,233386,2024-09-24 21:05:05.1415148,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeSecurityPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x1A58),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x1A58""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeSecurityPrivilege""}]}}"
233387,233387,2024-09-24 21:05:05.1427442,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0x1A58,,,,,C:\Windows\SysWOW64\wevtutil.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0x1A58""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""}]}}"
233388,233388,2024-09-24 21:05:05.1470326,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,PID: 0x12C4,Parent PID: 0x18C8,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\SysWOW64\wevtutil.exe ""C:\Windows\system32\wevtutil.exe"" cl OpenSSH/Debug",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x12C4""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x18C8""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\wevtutil.exe\"" cl OpenSSH/Debug""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
233389,233389,2024-09-24 21:05:05.1583573,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeSecurityPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x12C4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x12C4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeSecurityPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233390,233390,2024-09-24 21:05:05.1583629,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeBackupPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x12C4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x12C4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeBackupPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233391,233391,2024-09-24 21:05:05.1665266,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeBackupPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x12C4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x12C4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeBackupPrivilege""}]}}"
233392,233392,2024-09-24 21:05:05.1665336,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeSecurityPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x12C4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x12C4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeSecurityPrivilege""}]}}"
233393,233393,2024-09-24 21:05:05.1697121,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0x12C4,,,,,C:\Windows\SysWOW64\wevtutil.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0x12C4""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""}]}}"
233394,233394,2024-09-24 21:05:05.1752923,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,PID: 0x8F4,Parent PID: 0x18C8,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\SysWOW64\wevtutil.exe ""C:\Windows\system32\wevtutil.exe"" cl OpenSSH/Operational",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x8F4""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x18C8""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\wevtutil.exe\"" cl OpenSSH/Operational""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
233395,233395,2024-09-24 21:05:05.1883975,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeSecurityPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x8F4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x8F4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeSecurityPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233396,233396,2024-09-24 21:05:05.1884032,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,304,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: SeBackupPrivilege,DisabledPrivilegeList: -,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x8F4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x8F4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""SeBackupPrivilege""},{""@Name"":""DisabledPrivilegeList"",""#text"":""-""}]}}"
233397,233397,2024-09-24 21:05:05.2077157,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,204,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeBackupPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x8F4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x8F4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeBackupPrivilege""}]}}"
233398,233398,2024-09-24 21:05:05.2077226,4703,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,204,EC2AMAZ-0TD157D,0,,A user right was adjusted,WORKGROUP\EC2AMAZ-0TD157D$ (S-1-5-18),,Target: WORKGROUP\EC2AMAZ-0TD157D$ (S-1-0-0),EnabledPrivilegeList: -,DisabledPrivilegeList: SeSecurityPrivilege,,,,C:\Windows\SysWOW64\wevtutil.exe (PID: 0x8F4),False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""TargetDomainName"",""#text"":""WORKGROUP""},{""@Name"":""TargetLogonId"",""#text"":""0x3E7""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""ProcessId"",""#text"":""0x8F4""},{""@Name"":""EnabledPrivilegeList"",""#text"":""-""},{""@Name"":""DisabledPrivilegeList"",""#text"":""SeSecurityPrivilege""}]}}"
233399,233399,2024-09-24 21:05:05.2087596,4689,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,204,EC2AMAZ-0TD157D,0,,A process has exited,WORKGROUP\EC2AMAZ-0TD157D$,,,PID: 0x8F4,,,,,C:\Windows\SysWOW64\wevtutil.exe,False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""ProcessId"",""#text"":""0x8F4""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""}]}}"
233400,233400,2024-09-24 21:05:05.2182326,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,204,EC2AMAZ-0TD157D,0,,A new process has been created,WORKGROUP\EC2AMAZ-0TD157D$,,Parent process: C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,PID: 0x12C8,Parent PID: 0x18C8,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,"C:\Windows\SysWOW64\wevtutil.exe ""C:\Windows\system32\wevtutil.exe"" cl Physical_Keyboard_Manager_Channel",False,C:\Users\Forensic\Downloads\lol\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""EC2AMAZ-0TD157D$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x12C8""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\SysWOW64\\wevtutil.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x18C8""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\system32\\wevtutil.exe\"" cl Physical_Keyboard_Manager_Channel""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
